timestamp; area; px1; py1; px2; py2; px3; py3; px4; py4;
112; 13255.00; 43.00; 15.00; 41.00; 126.00; 153.00; 136.00; 161.00; 17.00;
113; 13190.00; 43.00; 15.00; 42.00; 126.00; 153.00; 135.00; 161.00; 16.00;
114; 13130.00; 44.00; 15.00; 43.00; 126.00; 154.00; 135.00; 161.00; 16.00;
115; 13071.00; 44.00; 16.00; 43.00; 126.00; 154.00; 135.00; 161.00; 16.00;
116; 12912.00; 44.00; 16.00; 42.00; 125.00; 152.00; 136.00; 160.00; 17.00;
117; 12956.50; 43.00; 17.00; 43.00; 127.00; 152.00; 136.00; 160.00; 17.00;
118; 13011.50; 43.00; 17.00; 43.00; 127.00; 153.00; 136.00; 160.00; 17.00;
119; 12847.50; 44.00; 17.00; 43.00; 127.00; 153.00; 136.00; 160.00; 19.00;
120; 12788.00; 45.00; 17.00; 43.00; 127.00; 153.00; 136.00; 159.00; 18.00;
121; 12672.00; 44.00; 18.00; 44.00; 126.00; 153.00; 135.00; 160.00; 18.00;
122; 12618.00; 45.00; 18.00; 44.00; 126.00; 153.00; 135.00; 160.00; 18.00;
123; 12515.00; 46.00; 18.00; 44.00; 126.00; 152.00; 136.00; 160.00; 19.00;
124; 12510.00; 45.00; 19.00; 44.00; 126.00; 153.00; 136.00; 160.00; 20.00;
125; 12452.00; 45.00; 19.00; 44.00; 126.00; 153.00; 135.00; 160.00; 20.00;
126; 12452.00; 45.00; 19.00; 44.00; 126.00; 153.00; 135.00; 160.00; 20.00;
127; 12505.50; 45.00; 18.00; 44.00; 126.00; 153.00; 135.00; 159.00; 19.00;
128; 12505.50; 45.00; 18.00; 44.00; 126.00; 153.00; 135.00; 159.00; 19.00;
129; 12564.00; 45.00; 18.00; 43.00; 125.00; 153.00; 135.00; 159.00; 18.00;
130; 12618.00; 44.00; 18.00; 43.00; 126.00; 152.00; 135.00; 159.00; 18.00;
131; 12564.00; 44.00; 18.00; 43.00; 126.00; 152.00; 135.00; 159.00; 19.00;
132; 12564.00; 44.00; 18.00; 43.00; 126.00; 152.00; 135.00; 159.00; 19.00;
133; 12564.00; 44.00; 18.00; 43.00; 126.00; 152.00; 135.00; 159.00; 19.00;
134; 12457.00; 45.00; 18.00; 43.00; 126.00; 152.00; 135.00; 159.00; 20.00;
135; 12501.50; 44.00; 19.00; 44.00; 127.00; 153.00; 135.00; 159.00; 20.00;
136; 12501.50; 159.00; 19.00; 44.00; 19.00; 44.00; 126.00; 153.00; 135.00;
137; 12448.00; 45.00; 19.00; 44.00; 126.00; 153.00; 135.00; 159.00; 19.00;
138; 12448.00; 45.00; 19.00; 44.00; 126.00; 153.00; 135.00; 159.00; 19.00;
139; 12448.00; 45.00; 19.00; 44.00; 126.00; 153.00; 135.00; 159.00; 19.00;
140; 12394.50; 45.00; 19.00; 44.00; 126.00; 152.00; 135.00; 159.00; 19.00;
141; 12336.50; 45.00; 19.00; 44.00; 125.00; 153.00; 134.00; 159.00; 19.00;
142; 12387.00; 45.00; 19.00; 45.00; 126.00; 153.00; 134.00; 159.00; 18.00;
143; 12333.00; 45.00; 19.00; 45.00; 126.00; 153.00; 134.00; 159.00; 19.00;
144; 12333.00; 45.00; 19.00; 45.00; 126.00; 153.00; 134.00; 159.00; 19.00;
145; 12333.00; 45.00; 19.00; 45.00; 126.00; 153.00; 134.00; 159.00; 19.00;
146; 12333.00; 45.00; 19.00; 45.00; 126.00; 153.00; 134.00; 159.00; 19.00;
147; 12279.00; 45.00; 19.00; 45.00; 126.00; 153.00; 134.00; 159.00; 20.00;
148; 12336.50; 45.00; 19.00; 44.00; 125.00; 153.00; 134.00; 159.00; 19.00;
149; 12288.00; 45.00; 19.00; 44.00; 126.00; 151.00; 135.00; 159.00; 20.00;
150; 12336.50; 45.00; 19.00; 44.00; 126.00; 152.00; 135.00; 158.00; 19.00;
151; 12336.50; 45.00; 19.00; 44.00; 126.00; 152.00; 135.00; 158.00; 19.00;
152; 12279.50; 45.00; 20.00; 44.00; 126.00; 152.00; 135.00; 158.00; 19.00;
153; 12333.00; 44.00; 20.00; 44.00; 127.00; 152.00; 135.00; 158.00; 20.00;
154; 12279.50; 45.00; 20.00; 44.00; 127.00; 152.00; 135.00; 158.00; 20.00;
155; 12333.00; 45.00; 20.00; 44.00; 126.00; 153.00; 135.00; 158.00; 19.00;
156; 12333.00; 45.00; 20.00; 44.00; 126.00; 153.00; 135.00; 158.00; 19.00;
157; 12333.00; 45.00; 20.00; 44.00; 126.00; 153.00; 135.00; 158.00; 19.00;
158; 12390.00; 45.00; 19.00; 44.00; 126.00; 153.00; 135.00; 158.00; 19.00;
159; 12444.00; 45.00; 19.00; 44.00; 127.00; 153.00; 135.00; 158.00; 19.00;
160; 12390.00; 45.00; 19.00; 44.00; 126.00; 153.00; 135.00; 158.00; 19.00;
161; 12390.00; 45.00; 19.00; 44.00; 126.00; 153.00; 135.00; 158.00; 19.00;
162; 12336.00; 45.00; 19.00; 44.00; 125.00; 153.00; 135.00; 158.00; 19.00;
163; 12283.00; 46.00; 19.00; 44.00; 125.00; 153.00; 135.00; 158.00; 19.00;
164; 12336.50; 45.00; 19.00; 44.00; 126.00; 152.00; 135.00; 158.00; 19.00;
165; 12336.50; 45.00; 19.00; 44.00; 126.00; 152.00; 135.00; 158.00; 19.00;
166; 12336.50; 45.00; 19.00; 44.00; 126.00; 152.00; 135.00; 158.00; 19.00;
167; 12283.00; 46.00; 19.00; 44.00; 126.00; 152.00; 135.00; 158.00; 19.00;
168; 12336.50; 45.00; 19.00; 44.00; 126.00; 152.00; 135.00; 158.00; 19.00;
169; 12336.50; 158.00; 19.00; 45.00; 19.00; 44.00; 126.00; 152.00; 135.00;
170; 12336.50; 158.00; 19.00; 45.00; 19.00; 44.00; 126.00; 152.00; 135.00;
171; 12336.00; 45.00; 19.00; 44.00; 126.00; 151.00; 135.00; 158.00; 18.00;
172; 12336.00; 45.00; 19.00; 44.00; 126.00; 151.00; 135.00; 158.00; 18.00;
173; 12336.00; 45.00; 19.00; 44.00; 126.00; 151.00; 135.00; 158.00; 18.00;
174; 12336.00; 45.00; 19.00; 44.00; 126.00; 151.00; 135.00; 158.00; 18.00;
175; 12336.00; 45.00; 19.00; 44.00; 126.00; 151.00; 135.00; 158.00; 18.00;
